time,G(i),H_sun,T2m,WS10m,Int
20191101:2011,0.0,0.0,9.86,9.24,0.0
20191101:2111,0.0,0.0,10.23,8.48,0.0
20191101:2211,0.0,0.0,9.91,7.72,0.0
20191101:2311,0.0,0.0,9.99,8.34,0.0
20191102:0011,0.0,0.0,10.13,8.69,0.0
20191102:0111,0.0,0.0,10.45,8.97,0.0
20191102:0211,0.0,0.0,10.91,8.9,0.0
20191102:0311,0.0,0.0,11.46,8.76,0.0
20191102:0411,0.0,0.0,11.95,8.69,0.0
20191102:0511,0.0,0.0,11.99,8.83,0.0
20191102:0611,0.0,0.0,11.94,8.0,0.0
20191102:0711,9.93,4.35,11.94,7.93,0.0
20191102:0811,20.77,11.15,12.21,8.21,0.0
20191102:0911,50.57,16.48,12.63,8.9,0.0
20191102:1011,95.89,19.92,13.36,8.41,0.0
20191102:1111,453.34,21.12,13.66,9.59,0.0
20191102:1211,190.34,19.97,13.54,10.21,0.0
20191102:1311,44.25,16.58,13.49,10.0,0.0
20191102:1411,438.52,11.29,13.39,10.14,0.0
20191102:1511,57.02,4.52,13.0,10.0,0.0
20191102:1611,0.0,0.0,12.65,10.34,0.0
20191102:1711,0.0,0.0,12.62,9.93,0.0
20191102:1811,0.0,0.0,12.62,9.66,0.0
20191102:1911,0.0,0.0,12.58,9.93,0.0
20191102:2011,0.0,0.0,12.54,10.28,0.0
20191102:2111,0.0,0.0,12.39,10.69,0.0
20191102:2211,0.0,0.0,12.27,10.97,0.0
20191102:2311,0.0,0.0,12.26,10.83,0.0
20191103:0011,0.0,0.0,12.33,10.28,0.0
20191103:0111,0.0,0.0,12.36,10.0,0.0
20191103:0211,0.0,0.0,12.24,9.93,0.0
20191103:0311,0.0,0.0,12.11,9.38,0.0
20191103:0411,0.0,0.0,11.96,9.1,0.0
20191103:0511,0.0,0.0,11.83,8.97,0.0
20191103:0611,0.0,0.0,11.75,8.34,0.0
20191103:0711,30.88,4.08,11.6,8.28,0.0
20191103:0811,25.28,10.86,11.36,8.14,0.0
20191103:0911,139.58,16.18,11.28,7.72,0.0
20191103:1011,421.73,19.6,11.19,6.41,0.0
20191103:1111,166.95,20.81,11.21,6.41,0.0
20191103:1211,336.53,19.66,11.29,6.48,0.0
20191103:1311,181.52,16.28,11.43,5.31,0.0
20191103:1411,136.25,11.01,11.64,5.1,0.0
20191103:1511,41.48,4.25,11.83,5.45,0.0
20191103:1611,0.0,0.0,11.97,5.03,0.0
20191103:1711,0.0,0.0,12.02,5.45,0.0
20191103:1811,0.0,0.0,11.91,5.72,0.0
20191103:1911,0.0,0.0,11.81,5.79,0.0
20191103:2011,0.0,0.0,11.72,6.07,0.0
20191103:2111,0.0,0.0,11.55,6.69,0.0
20191103:2211,0.0,0.0,11.5,7.03,0.0
20191103:2311,0.0,0.0,11.46,7.72,0.0
20191104:0011,0.0,0.0,11.43,8.0,0.0
20191104:0111,0.0,0.0,11.49,8.07,0.0
20191104:0211,0.0,0.0,11.48,8.21,0.0
20191104:0311,0.0,0.0,11.5,8.28,0.0
20191104:0411,0.0,0.0,11.55,7.59,0.0
20191104:0511,0.0,0.0,11.6,6.83,0.0
20191104:0611,0.0,0.0,11.61,6.21,0.0
20191104:0711,39.02,3.81,11.74,6.07,0.0
20191104:0811,179.39,10.58,11.58,6.21,0.0
20191104:0911,116.24,15.88,11.3,6.48,0.0
20191104:1011,57.79,19.3,11.18,7.17,0.0
20191104:1111,54.18,20.5,11.05,7.24,0.0
20191104:1211,71.34,19.35,11.13,6.21,0.0
20191104:1311,64.11,15.99,11.36,4.97,0.0
20191104:1411,44.25,10.73,11.53,4.14,0.0
20191104:1511,24.01,3.99,11.64,3.59,0.0
20191104:1611,0.0,0.0,11.66,3.31,0.0
20191104:1711,0.0,0.0,11.69,2.83,0.0
20191104:1811,0.0,0.0,11.69,2.55,0.0
20191104:1911,0.0,0.0,11.64,2.28,0.0
20191104:2011,0.0,0.0,11.39,2.07,0.0
20191104:2111,0.0,0.0,11.28,2.0,0.0
20191104:2211,0.0,0.0,11.47,2.07,0.0
20191104:2311,0.0,0.0,11.4,2.83,0.0
20191105:0011,0.0,0.0,11.19,3.45,0.0
20191105:0111,0.0,0.0,10.98,3.24,0.0
20191105:0211,0.0,0.0,10.76,3.17,0.0
20191105:0311,0.0,0.0,10.54,3.31,0.0
20191105:0411,0.0,0.0,10.35,4.0,0.0
20191105:0511,0.0,0.0,10.12,5.03,0.0
20191105:0611,0.0,0.0,9.89,6.21,0.0
20191105:0711,9.93,3.53,9.71,7.24,0.0
20191105:0811,23.48,10.29,9.53,8.28,0.0
20191105:0911,44.25,15.58,9.38,8.76,0.0
20191105:1011,37.93,18.99,9.41,8.34,0.0
20191105:1111,69.53,20.19,9.25,8.21,0.0
20191105:1211,100.6,19.05,9.04,8.14,0.0
20191105:1311,55.08,15.7,8.9,8.28,0.0
20191105:1411,22.58,10.45,8.83,8.41,0.0
20191105:1511,7.22,3.73,8.78,8.62,0.0
20191105:1611,0.0,0.0,8.71,8.83,0.0
20191105:1711,0.0,0.0,8.6,8.62,0.0
20191105:1811,0.0,0.0,8.48,8.34,0.0
20191105:1911,0.0,0.0,8.36,8.41,0.0
20191105:2011,0.0,0.0,8.22,8.41,0.0
20191105:2111,0.0,0.0,8.09,8.28,0.0
20191105:2211,0.0,0.0,8.18,6.97,0.0
20191105:2311,0.0,0.0,8.07,6.55,0.0
20191106:0011,0.0,0.0,7.97,6.14,0.0
20191106:0111,0.0,0.0,7.89,5.59,0.0
20191106:0211,0.0,0.0,7.82,5.24,0.0
20191106:0311,0.0,0.0,7.67,5.24,0.0
20191106:0411,0.0,0.0,7.57,5.1,0.0
20191106:0511,0.0,0.0,7.49,4.69,0.0
20191106:0611,0.0,0.0,7.46,4.28,0.0
20191106:0711,21.62,3.27,7.4,4.14,0.0
20191106:0811,78.86,10.01,7.51,4.14,0.0
20191106:0911,148.08,15.29,7.52,4.14,0.0
20191106:1011,165.28,18.69,7.35,3.59,0.0
20191106:1111,58.7,19.89,7.42,3.03,0.0
20191106:1211,147.29,18.76,7.38,2.55,0.0
20191106:1311,156.18,15.42,7.46,2.14,0.0
20191106:1411,51.06,10.19,7.57,2.0,0.0
20191106:1511,22.14,3.48,7.5,1.79,0.0
20191106:1611,0.0,0.0,7.53,1.52,0.0
20191106:1711,0.0,0.0,7.48,1.31,0.0
20191106:1811,0.0,0.0,7.42,1.31,0.0
20191106:1911,0.0,0.0,7.41,1.38,0.0
20191106:2011,0.0,0.0,7.43,1.1,0.0
20191106:2111,0.0,0.0,7.49,0.62,0.0
20191106:2211,0.0,0.0,7.83,1.31,0.0
20191106:2311,0.0,0.0,7.99,1.59,0.0
20191107:0011,0.0,0.0,7.98,1.93,0.0
20191107:0111,0.0,0.0,7.86,2.28,0.0
20191107:0211,0.0,0.0,7.96,2.34,0.0
20191107:0311,0.0,0.0,7.96,3.03,0.0
20191107:0411,0.0,0.0,7.74,4.0,0.0
20191107:0511,0.0,0.0,7.6,4.28,0.0
20191107:0611,0.0,0.0,7.61,4.07,0.0
20191107:0711,46.56,3.0,7.63,4.69,0.0
20191107:0811,259.41,9.73,7.4,6.14,0.0
20191107:0911,143.58,15.0,7.21,7.24,0.0
20191107:1011,516.97,18.39,7.21,7.52,0.0
20191107:1111,105.11,19.59,6.92,7.66,0.0
20191107:1211,79.47,18.46,7.07,9.1,0.0
20191107:1311,147.01,15.14,7.5,9.52,0.0
20191107:1411,42.44,9.92,7.82,9.86,0.0
20191107:1511,4.52,3.23,8.03,10.21,0.0
20191107:1611,0.0,0.0,8.2,10.48,0.0
20191107:1711,0.0,0.0,8.41,10.69,0.0
20191107:1811,0.0,0.0,8.77,10.76,0.0
20191107:1911,0.0,0.0,9.11,10.97,0.0
20191107:2011,0.0,0.0,9.34,10.62,0.0
20191107:2111,0.0,0.0,9.39,9.1,0.0
20191107:2211,0.0,0.0,9.38,8.41,0.0
20191107:2311,0.0,0.0,9.78,9.86,0.0
20191108:0011,0.0,0.0,9.68,10.34,0.0
20191108:0111,0.0,0.0,9.47,10.41,0.0
20191108:0211,0.0,0.0,9.36,9.93,0.0
20191108:0311,0.0,0.0,9.21,9.45,0.0
20191108:0411,0.0,0.0,9.05,9.45,0.0
20191108:0511,0.0,0.0,8.88,9.17,0.0
20191108:0611,0.0,0.0,8.7,9.72,0.0
20191108:0711,55.71,2.73,8.53,9.59,0.0
20191108:0811,368.63,9.46,8.46,9.24,0.0
20191108:0911,576.96,14.71,8.55,9.1,0.0
20191108:1011,732.86,18.1,8.69,8.0,0.0
20191108:1111,765.86,19.29,8.88,7.17,0.0
20191108:1211,716.44,18.18,9.06,5.93,0.0
20191108:1311,582.42,14.86,9.28,5.59,0.0
20191108:1411,379.87,9.67,9.46,5.03,0.0
20191108:1511,50.0,2.99,9.58,4.69,0.0
20191108:1611,0.0,0.0,9.65,4.9,0.0
20191108:1711,0.0,0.0,9.71,4.9,0.0
20191108:1811,0.0,0.0,9.69,4.97,0.0
20191108:1911,0.0,0.0,9.63,4.76,0.0
20191108:2011,0.0,0.0,9.6,4.28,0.0
20191108:2111,0.0,0.0,9.59,3.86,0.0
20191108:2211,0.0,0.0,9.71,3.86,0.0
20191108:2311,0.0,0.0,9.67,3.72,0.0
20191109:0011,0.0,0.0,9.59,3.52,0.0
20191109:0111,0.0,0.0,9.53,3.45,0.0
20191109:0211,0.0,0.0,9.42,3.66,0.0
20191109:0311,0.0,0.0,9.33,4.0,0.0
20191109:0411,0.0,0.0,9.22,4.21,0.0
20191109:0511,0.0,0.0,8.98,4.69,0.0
20191109:0611,0.0,0.0,8.63,5.03,0.0
20191109:0711,40.34,2.47,8.35,5.1,0.0
20191109:0811,326.42,9.18,8.2,5.31,0.0
20191109:0911,542.11,14.43,8.12,5.38,0.0
20191109:1011,357.5,17.81,7.77,5.79,0.0
20191109:1111,642.05,19.0,7.7,5.45,0.0
20191109:1211,597.84,17.89,7.56,5.93,0.0
20191109:1311,59.6,14.6,7.76,6.76,0.0
20191109:1411,17.16,9.41,8.1,7.31,0.0
20191109:1511,1.81,2.75,8.5,7.66,0.0
20191109:1611,0.0,0.0,8.82,8.34,0.0
20191109:1711,0.0,0.0,8.94,9.1,0.0
20191109:1811,0.0,0.0,8.95,9.38,0.0
20191109:1911,0.0,0.0,9.0,9.24,0.0
20191109:2011,0.0,0.0,9.07,9.17,0.0
20191109:2111,0.0,0.0,9.05,9.1,0.0
20191109:2211,0.0,0.0,8.68,9.38,0.0
20191109:2311,0.0,0.0,8.44,8.83,0.0
20191110:0011,0.0,0.0,8.48,8.34,0.0
20191110:0111,0.0,0.0,8.5,8.28,0.0
20191110:0211,0.0,0.0,8.42,8.55,0.0
20191110:0311,0.0,0.0,8.35,8.62,0.0
20191110:0411,0.0,0.0,8.36,8.34,0.0
20191110:0511,0.0,0.0,8.3,8.07,0.0
20191110:0611,0.0,0.0,8.2,8.07,0.0
20191110:0711,2.71,2.21,8.17,8.83,0.0
20191110:0811,36.12,8.91,7.98,9.59,0.0
20191110:0911,34.31,14.15,7.84,10.07,0.0
20191110:1011,89.9,17.52,8.03,9.93,0.0
20191110:1111,84.88,18.72,8.34,10.41,0.0
20191110:1211,60.5,17.62,8.73,9.93,0.0
20191110:1311,353.35,14.33,9.31,9.72,0.0
20191110:1411,259.14,9.17,9.8,9.72,0.0
20191110:1511,6.32,2.52,10.22,9.45,0.0
20191110:1611,0.0,0.0,10.39,8.69,0.0
20191110:1711,0.0,0.0,10.53,7.86,0.0
20191110:1811,0.0,0.0,10.58,7.45,0.0
20191110:1911,0.0,0.0,10.73,7.72,0.0
20191110:2011,0.0,0.0,10.75,8.0,0.0
20191110:2111,0.0,0.0,10.56,8.48,0.0
20191110:2211,0.0,0.0,10.24,9.59,0.0
20191110:2311,0.0,0.0,10.03,9.31,0.0
20191111:0011,0.0,0.0,9.76,9.38,0.0
20191111:0111,0.0,0.0,9.35,9.52,0.0
20191111:0211,0.0,0.0,8.81,9.59,0.0
20191111:0311,0.0,0.0,8.41,9.38,0.0
20191111:0411,0.0,0.0,8.21,9.03,0.0
20191111:0511,0.0,0.0,7.84,9.24,0.0
20191111:0611,0.0,0.0,7.41,9.93,0.0
20191111:0711,0.0,0.0,7.1,10.41,0.0
20191111:0811,191.37,8.64,6.88,10.76,0.0
20191111:0911,165.76,13.87,6.7,10.9,0.0
20191111:1011,63.21,17.24,6.97,10.76,0.0
20191111:1111,71.34,18.44,7.38,11.24,0.0
20191111:1211,165.1,17.35,7.53,12.0,0.0
20191111:1311,52.38,14.08,7.66,12.41,0.0
20191111:1411,0.0,0.0,7.88,12.62,0.0
20191111:1511,5.42,2.3,7.98,13.24,0.0
20191111:1611,0.0,0.0,7.99,13.52,0.0
20191111:1711,0.0,0.0,7.89,13.52,0.0
20191111:1811,0.0,0.0,7.84,13.72,0.0
20191111:1911,0.0,0.0,7.89,14.34,0.0
20191111:2011,0.0,0.0,7.98,14.83,0.0
20191111:2111,0.0,0.0,8.06,15.03,0.0
20191111:2211,0.0,0.0,8.07,15.31,0.0
20191111:2311,0.0,0.0,8.14,14.41,0.0
20191112:0011,0.0,0.0,8.16,13.79,0.0
20191112:0111,0.0,0.0,8.06,14.07,0.0
20191112:0211,0.0,0.0,7.92,14.0,0.0
20191112:0311,0.0,0.0,7.72,14.28,0.0
20191112:0411,0.0,0.0,7.61,14.21,0.0
20191112:0511,0.0,0.0,7.52,14.07,0.0
20191112:0611,0.0,0.0,7.44,14.07,0.0
20191112:0711,0.0,0.0,7.4,13.93,0.0
20191112:0811,21.67,8.38,7.22,14.07,0.0
20191112:0911,36.12,13.6,7.01,14.21,0.0
20191112:1011,41.54,16.96,7.27,13.45,0.0
20191112:1111,36.12,18.16,7.36,13.31,0.0
20191112:1211,40.64,17.08,7.52,12.62,0.0
20191112:1311,31.61,13.82,7.69,12.07,0.0
20191112:1411,121.15,8.69,7.88,11.31,0.0
20191112:1511,0.0,0.0,7.81,11.38,0.0
20191112:1611,0.0,0.0,7.53,11.03,0.0
20191112:1711,0.0,0.0,7.28,11.24,0.0
20191112:1811,0.0,0.0,7.05,11.45,0.0
20191112:1911,0.0,0.0,7.09,11.38,0.0
20191112:2011,0.0,0.0,7.21,11.03,0.0
20191112:2111,0.0,0.0,7.22,11.1,0.0
20191112:2211,0.0,0.0,7.42,11.24,0.0
20191112:2311,0.0,0.0,7.14,11.45,0.0
20191113:0011,0.0,0.0,7.04,11.03,0.0
20191113:0111,0.0,0.0,6.9,11.38,0.0
20191113:0211,0.0,0.0,6.78,11.72,0.0
20191113:0311,0.0,0.0,6.74,11.45,0.0
20191113:0411,0.0,0.0,6.71,11.52,0.0
20191113:0511,0.0,0.0,6.61,11.86,0.0
20191113:0611,0.0,0.0,6.52,12.21,0.0
20191113:0711,0.0,0.0,6.53,12.76,0.0
20191113:0811,25.28,8.12,6.63,13.52,0.0
20191113:0911,16.25,13.33,6.87,13.45,0.0
20191113:1011,56.89,16.69,7.87,13.52,0.0
20191113:1111,69.53,17.89,8.35,12.9,0.0
20191113:1211,169.86,16.82,8.9,12.21,0.0
20191113:1311,62.31,13.58,9.18,11.59,0.0
20191113:1411,276.71,8.46,9.33,11.52,0.0
20191113:1511,0.0,0.0,9.46,10.76,0.0
20191113:1611,0.0,0.0,9.59,10.0,0.0
20191113:1711,0.0,0.0,9.71,9.38,0.0
20191113:1811,0.0,0.0,9.55,8.97,0.0
20191113:1911,0.0,0.0,9.13,9.24,0.0
20191113:2011,0.0,0.0,8.86,9.72,0.0
20191113:2111,0.0,0.0,8.69,9.66,0.0
20191113:2211,0.0,0.0,8.64,8.83,0.0
20191113:2311,0.0,0.0,8.45,8.48,0.0
20191114:0011,0.0,0.0,8.28,7.59,0.0
20191114:0111,0.0,0.0,8.15,6.97,0.0
20191114:0211,0.0,0.0,7.94,6.62,0.0
20191114:0311,0.0,0.0,7.77,7.03,0.0
20191114:0411,0.0,0.0,7.64,7.31,0.0
20191114:0511,0.0,0.0,7.53,7.17,0.0
20191114:0611,0.0,0.0,7.39,6.83,0.0
20191114:0711,0.0,0.0,7.32,7.24,0.0
20191114:0811,245.22,7.86,7.27,8.14,0.0
20191114:0911,443.71,13.07,7.17,8.21,0.0
20191114:1011,220.74,16.42,7.25,7.24,0.0
20191114:1111,314.52,17.63,7.22,7.24,0.0
20191114:1211,652.02,16.57,7.25,7.79,0.0
20191114:1311,126.66,13.34,7.4,8.0,0.0
20191114:1411,61.44,8.24,7.61,8.48,0.0
20191114:1511,0.0,0.0,7.9,8.9,0.0
20191114:1611,0.0,0.0,8.15,9.24,0.0
20191114:1711,0.0,0.0,8.24,9.66,0.0
20191114:1811,0.0,0.0,8.15,9.66,0.0
20191114:1911,0.0,0.0,7.96,9.52,0.0
20191114:2011,0.0,0.0,7.77,9.86,0.0
20191114:2111,0.0,0.0,7.55,10.07,0.0
20191114:2211,0.0,0.0,7.47,10.0,0.0
20191114:2311,0.0,0.0,7.2,9.72,0.0
20191115:0011,0.0,0.0,6.95,10.14,0.0
20191115:0111,0.0,0.0,6.77,10.41,0.0
20191115:0211,0.0,0.0,6.65,10.83,0.0
20191115:0311,0.0,0.0,6.57,10.97,0.0
20191115:0411,0.0,0.0,6.55,11.24,0.0
20191115:0511,0.0,0.0,6.38,12.0,0.0
20191115:0611,0.0,0.0,6.02,12.28,0.0
20191115:0711,0.0,0.0,5.96,12.48,0.0
20191115:0811,11.74,7.61,6.08,12.21,0.0
20191115:0911,27.09,12.81,6.34,12.0,0.0
20191115:1011,61.41,16.16,5.99,11.45,0.0
20191115:1111,35.22,17.37,6.42,11.45,0.0
20191115:1211,33.41,16.32,7.01,11.17,0.0
20191115:1311,23.48,13.1,7.48,10.83,0.0
20191115:1411,18.06,8.02,7.89,11.1,0.0
20191115:1511,0.0,0.0,8.21,10.83,0.0
20191115:1611,0.0,0.0,8.35,10.62,0.0
20191115:1711,0.0,0.0,8.37,10.07,0.0
20191115:1811,0.0,0.0,8.62,8.76,0.0
20191115:1911,0.0,0.0,8.71,7.03,0.0
20191115:2011,0.0,0.0,8.92,6.14,0.0
20191115:2111,0.0,0.0,9.05,5.31,0.0
20191115:2211,0.0,0.0,8.26,4.69,0.0
20191115:2311,0.0,0.0,8.17,3.93,0.0
20191116:0011,0.0,0.0,8.36,4.69,0.0
20191116:0111,0.0,0.0,8.38,4.14,0.0
20191116:0211,0.0,0.0,8.52,3.72,0.0
20191116:0311,0.0,0.0,8.44,2.0,0.0
20191116:0411,0.0,0.0,8.37,1.66,0.0
20191116:0511,0.0,0.0,8.44,1.31,0.0
20191116:0611,0.0,0.0,8.58,2.28,0.0
20191116:0711,0.0,0.0,8.74,3.45,0.0
20191116:0811,15.35,7.36,8.8,3.79,0.0
20191116:0911,93.8,12.55,8.92,4.62,0.0
20191116:1011,21.67,15.9,9.06,6.55,0.0
20191116:1111,34.31,17.12,9.1,7.17,0.0
20191116:1211,39.73,16.07,9.11,8.14,0.0
20191116:1311,23.48,12.88,9.15,9.38,0.0
20191116:1411,19.87,7.81,9.32,10.07,0.0
20191116:1511,0.0,0.0,9.42,10.9,0.0
20191116:1611,0.0,0.0,9.49,12.07,0.0
20191116:1711,0.0,0.0,9.47,12.62,0.0
20191116:1811,0.0,0.0,9.35,12.55,0.0
20191116:1911,0.0,0.0,9.13,12.9,0.0
20191116:2011,0.0,0.0,8.79,13.31,0.0
20191116:2111,0.0,0.0,8.49,13.31,0.0
20191116:2211,0.0,0.0,8.13,13.31,0.0
20191116:2311,0.0,0.0,8.05,12.28,0.0
20191117:0011,0.0,0.0,8.07,11.93,0.0
20191117:0111,0.0,0.0,8.0,11.72,0.0
20191117:0211,0.0,0.0,7.92,11.38,0.0
20191117:0311,0.0,0.0,7.81,10.83,0.0
20191117:0411,0.0,0.0,7.77,10.28,0.0
20191117:0511,0.0,0.0,7.74,9.93,0.0
20191117:0611,0.0,0.0,7.73,9.24,0.0
20191117:0711,0.0,0.0,7.69,8.41,0.0
20191117:0811,187.32,7.11,7.63,8.21,0.0
20191117:0911,258.55,12.3,7.63,7.59,0.0
20191117:1011,342.68,15.65,7.3,6.14,0.0
20191117:1111,482.45,16.87,7.32,4.48,0.0
20191117:1211,375.04,15.84,7.29,4.55,0.0
20191117:1311,68.12,12.65,7.28,4.07,0.0
20191117:1411,42.42,7.61,7.24,3.79,0.0
20191117:1511,0.0,0.0,7.27,3.72,0.0
20191117:1611,0.0,0.0,7.26,3.03,0.0
20191117:1711,0.0,0.0,7.26,3.52,0.0
20191117:1811,0.0,0.0,7.24,5.38,0.0
20191117:1911,0.0,0.0,7.17,6.62,0.0
20191117:2011,0.0,0.0,7.17,7.17,0.0
20191117:2111,0.0,0.0,7.27,7.59,0.0
20191117:2211,0.0,0.0,7.24,8.41,0.0
20191117:2311,0.0,0.0,7.46,9.17,0.0
20191118:0011,0.0,0.0,7.56,10.48,0.0
20191118:0111,0.0,0.0,7.61,11.03,0.0
20191118:0211,0.0,0.0,7.69,11.45,0.0
20191118:0311,0.0,0.0,7.72,11.38,0.0
20191118:0411,0.0,0.0,7.79,11.1,0.0
20191118:0511,0.0,0.0,7.8,10.69,0.0
20191118:0611,0.0,0.0,7.78,9.72,0.0
20191118:0711,0.0,0.0,7.85,8.76,0.0
20191118:0811,22.58,6.87,7.94,8.07,0.0
20191118:0911,23.48,12.05,8.01,7.24,0.0
20191118:1011,27.09,15.4,8.17,8.41,0.0
20191118:1111,20.77,16.62,8.29,8.69,0.0
20191118:1211,22.58,15.6,8.36,8.34,0.0
20191118:1311,32.51,12.44,8.41,7.72,0.0
20191118:1411,12.64,7.41,8.58,6.62,0.0
20191118:1511,0.0,0.0,8.71,6.62,0.0
20191118:1611,0.0,0.0,8.96,6.9,0.0
20191118:1711,0.0,0.0,9.15,7.17,0.0
20191118:1811,0.0,0.0,9.11,7.31,0.0
20191118:1911,0.0,0.0,9.07,7.72,0.0
20191118:2011,0.0,0.0,9.01,7.72,0.0
20191118:2111,0.0,0.0,8.89,6.83,0.0
20191118:2211,0.0,0.0,9.15,3.38,0.0
20191118:2311,0.0,0.0,9.51,5.59,0.0
20191119:0011,0.0,0.0,9.4,7.45,0.0
20191119:0111,0.0,0.0,9.43,8.48,0.0
20191119:0211,0.0,0.0,9.37,9.59,0.0
20191119:0311,0.0,0.0,9.61,11.38,0.0
20191119:0411,0.0,0.0,9.64,12.83,0.0
20191119:0511,0.0,0.0,9.64,13.72,0.0
20191119:0611,0.0,0.0,9.55,13.66,0.0
20191119:0711,0.0,0.0,9.53,12.76,0.0
20191119:0811,21.67,6.63,9.55,11.66,0.0
20191119:0911,84.27,11.81,9.59,10.9,0.0
20191119:1011,41.54,15.16,9.52,9.31,0.0
20191119:1111,227.52,16.39,9.57,9.45,0.0
20191119:1211,168.14,15.38,9.5,9.45,0.0
20191119:1311,449.37,12.23,9.46,9.17,0.0
20191119:1411,282.68,7.21,9.4,9.03,0.0
20191119:1511,0.0,0.0,9.4,8.62,0.0
20191119:1611,0.0,0.0,9.5,8.14,0.0
20191119:1711,0.0,0.0,9.55,7.52,0.0
20191119:1811,0.0,0.0,9.58,6.76,0.0
20191119:1911,0.0,0.0,9.6,5.86,0.0
20191119:2011,0.0,0.0,9.57,5.1,0.0
20191119:2111,0.0,0.0,9.56,4.48,0.0
20191119:2211,0.0,0.0,9.46,3.03,0.0
20191119:2311,0.0,0.0,9.43,3.24,0.0
20191120:0011,0.0,0.0,9.39,3.17,0.0
20191120:0111,0.0,0.0,9.2,2.41,0.0
20191120:0211,0.0,0.0,9.01,1.1,0.0
20191120:0311,0.0,0.0,8.62,0.97,0.0
20191120:0411,0.0,0.0,8.31,1.52,0.0
20191120:0511,0.0,0.0,8.27,1.31,0.0
20191120:0611,0.0,0.0,8.29,0.97,0.0
20191120:0711,0.0,0.0,8.26,1.66,0.0
20191120:0811,25.28,6.39,7.99,2.83,0.0
20191120:0911,105.42,11.57,7.55,3.38,0.0
20191120:1011,46.05,14.92,6.91,3.52,0.0
20191120:1111,55.99,16.16,6.58,2.69,0.0
20191120:1211,56.89,15.16,6.23,2.07,0.0
20191120:1311,45.15,12.02,5.91,1.66,0.0
20191120:1411,7.22,7.03,5.77,2.07,0.0
20191120:1511,0.0,0.0,5.74,2.9,0.0
20191120:1611,0.0,0.0,5.7,2.69,0.0
20191120:1711,0.0,0.0,5.67,2.76,0.0
20191120:1811,0.0,0.0,5.67,3.17,0.0
20191120:1911,0.0,0.0,5.6,3.24,0.0
20191120:2011,0.0,0.0,5.57,3.45,0.0
20191120:2111,0.0,0.0,5.53,3.72,0.0
20191120:2211,0.0,0.0,5.96,3.86,0.0
20191120:2311,0.0,0.0,5.83,4.21,0.0
20191121:0011,0.0,0.0,5.42,4.55,0.0
20191121:0111,0.0,0.0,5.15,4.48,0.0
20191121:0211,0.0,0.0,4.81,4.21,0.0
20191121:0311,0.0,0.0,4.69,4.62,0.0
20191121:0411,0.0,0.0,4.64,4.55,0.0
20191121:0511,0.0,0.0,4.68,4.83,0.0
20191121:0611,0.0,0.0,4.6,5.52,0.0
20191121:0711,0.0,0.0,4.48,5.72,0.0
20191121:0811,142.5,6.16,4.41,5.79,0.0
20191121:0911,29.8,11.34,4.4,6.34,0.0
20191121:1011,55.08,14.69,5.33,6.62,0.0
20191121:1111,37.93,15.93,5.46,6.76,0.0
20191121:1211,113.43,14.94,5.64,7.31,0.0
20191121:1311,29.8,11.83,5.98,7.52,0.0
20191121:1411,9.93,6.85,6.31,8.07,0.0
20191121:1511,0.0,0.0,6.69,7.86,0.0
20191121:1611,0.0,0.0,7.04,7.93,0.0
20191121:1711,0.0,0.0,7.33,8.28,0.0
20191121:1811,0.0,0.0,7.47,8.41,0.0
20191121:1911,0.0,0.0,7.61,8.48,0.0
20191121:2011,0.0,0.0,7.62,7.93,0.0
20191121:2111,0.0,0.0,7.68,7.38,0.0
20191121:2211,0.0,0.0,8.0,5.93,0.0
20191121:2311,0.0,0.0,7.84,5.1,0.0
20191122:0011,0.0,0.0,7.64,4.97,0.0
20191122:0111,0.0,0.0,7.44,5.17,0.0
20191122:0211,0.0,0.0,7.24,5.03,0.0
20191122:0311,0.0,0.0,7.09,5.72,0.0
20191122:0411,0.0,0.0,7.07,6.14,0.0
20191122:0511,0.0,0.0,7.12,6.28,0.0
20191122:0611,0.0,0.0,7.2,6.76,0.0
20191122:0711,0.0,0.0,7.26,7.24,0.0
20191122:0811,99.21,5.94,7.28,7.93,0.0
20191122:0911,371.41,11.11,7.28,8.21,0.0
20191122:1011,105.06,14.46,7.69,8.41,0.0
20191122:1111,42.44,15.71,7.86,8.28,0.0
20191122:1211,46.96,14.74,8.13,7.79,0.0
20191122:1311,13.55,11.64,8.3,7.66,0.0
20191122:1411,110.41,6.68,8.38,7.93,0.0
20191122:1511,0.0,0.0,8.43,8.14,0.0
20191122:1611,0.0,0.0,8.36,8.69,0.0
20191122:1711,0.0,0.0,8.18,8.83,0.0
20191122:1811,0.0,0.0,7.82,8.9,0.0
20191122:1911,0.0,0.0,7.38,8.97,0.0
20191122:2011,0.0,0.0,6.86,8.97,0.0
20191122:2111,0.0,0.0,6.48,9.72,0.0
20191122:2211,0.0,0.0,7.14,8.76,0.0
20191122:2311,0.0,0.0,7.37,9.38,0.0
20191123:0011,0.0,0.0,7.69,9.79,0.0
20191123:0111,0.0,0.0,7.99,9.93,0.0
20191123:0211,0.0,0.0,8.21,10.34,0.0
20191123:0311,0.0,0.0,8.29,11.24,0.0
20191123:0411,0.0,0.0,8.35,11.72,0.0
20191123:0511,0.0,0.0,8.41,11.03,0.0
20191123:0611,0.0,0.0,8.52,11.93,0.0
20191123:0711,0.0,0.0,8.6,12.48,0.0
20191123:0811,20.77,5.72,8.77,12.28,0.0
